年月日,平均気温,天気概況（昼）,都市
2022/4/24,16.8,雨,津
2022/4/25,19.6,晴一時曇,津
2022/4/26,21.0,曇時々雨,津
2022/4/27,20.6,曇一時雨,津
2022/4/28,17.9,曇時々晴,津
2022/4/29,15.8,大雨時々曇,津
2022/4/30,14.9,晴後一時雨一時曇,津
2022/5/1,15.0,雨時々曇,津
2022/5/2,15.3,晴後一時雨,津
2022/5/3,15.3,晴,津
2022/5/4,16.5,晴後一時曇,津
2022/5/5,18.6,晴時々曇,津
2022/5/6,18.5,曇,津
2022/5/7,20.3,晴時々曇,津
2022/5/8,17.7,晴後一時曇,津
2022/5/9,14.4,雨時々曇,津
2022/5/10,16.1,曇一時雨,津
2022/5/11,18.5,曇一時雨後時々晴,津
2022/5/12,18.2,雨,津
2022/5/13,18.9,雨,津
2022/5/14,19.4,曇一時雨後晴,津
2022/5/15,16.9,曇後一時雨,津
2022/5/16,16.8,曇一時雨,津
2022/5/17,17.3,曇一時雨,津
2022/5/18,18.4,晴一時曇,津
2022/5/19,20.1,晴後時々曇,津
2022/5/20,20.0,曇,津
2022/5/21,18.5,曇時々雨,津
2022/5/22,22.0,晴,津
2022/5/23,21.9,晴後一時曇,津
2022/5/24,20.5,晴一時曇,津
2022/5/25,21.7,晴時々曇,津
2022/5/26,20.7,曇後時々雨,津
2022/5/27,23.1,曇時々晴,津
2022/5/28,23.3,晴後一時曇,津
2022/5/29,24.6,晴,津
2022/5/30,22.2,晴後曇一時雨,津
2022/5/31,20.4,雨時々曇後晴,津
2022/6/1,20.5,曇一時晴,津
2022/6/2,22.3,晴,津
2022/6/3,23.1,晴,津
2022/6/4,21.9,晴一時曇,津
2022/6/5,22.1,曇一時晴後一時雨,津
2022/6/6,0.0,,津
2022/6/7,0.0,,津
2022/6/8,0.0,,津
2022/6/9,0.0,,津
2022/6/10,0.0,,津
2022/6/11,0.0,,津
2022/6/12,0.0,,津
2022/6/13,0.0,,津
2022/6/14,0.0,,津
2022/6/15,0.0,,津
2022/6/16,0.0,,津
2022/6/17,0.0,,津
2022/6/18,0.0,,津
2022/6/19,0.0,,津
2022/6/20,0.0,,津
2022/6/21,0.0,,津
2022/6/22,0.0,,津
2022/6/23,0.0,,津
2022/6/24,0.0,,津
2022/6/25,0.0,,津
2022/6/26,0.0,,津
2022/6/27,0.0,,津
2022/6/28,0.0,,津
2022/6/29,0.0,,津
2022/6/30,0.0,,津
