年月日,平均気温,天気概況（昼）,都市
2022/2/24,-1.5,晴時々曇,札幌
2022/2/25,0.4,曇後雪,札幌
2022/2/26,3.9,曇時々晴,札幌
2022/2/27,1.5,雪時々曇,札幌
2022/2/28,-0.4,雪時々曇一時晴,札幌
2022/3/1,0.5,曇後雪,札幌
2022/3/2,0.0,晴時々曇一時雪,札幌
2022/3/3,-0.7,雪時々曇一時晴,札幌
2022/3/4,0.6,晴,札幌
2022/3/5,0.9,曇後雪,札幌
2022/3/6,0.9,晴後一時曇,札幌
2022/3/7,1.3,曇後時々雪、あられを伴う,札幌
2022/3/8,1.3,曇時々雪後一時晴,札幌
2022/3/9,1.3,晴一時曇,札幌
2022/3/10,3.1,快晴,札幌
2022/3/11,4.1,曇一時雨,札幌
2022/3/12,3.1,曇時々雨後晴、あられを伴う,札幌
2022/3/13,2.6,晴時々曇,札幌
2022/3/14,3.8,曇後晴,札幌
2022/3/15,1.1,雪,札幌
2022/3/16,2.8,曇後時々雨,札幌
2022/3/17,1.6,曇一時雨後雪、みぞれを伴う,札幌
2022/3/18,0.9,晴後曇,札幌
2022/3/19,0.9,雪後曇,札幌
2022/3/20,0.7,雪時々曇後一時あられ,札幌
2022/3/21,0.7,晴時々雪,札幌
2022/3/22,1.8,雪後雨、みぞれを伴う,札幌
2022/3/23,3.2,曇一時晴,札幌
2022/3/24,4.1,曇時々雨,札幌
2022/3/25,5.3,曇時々晴,札幌
2022/3/26,5.7,曇後時々雨,札幌
2022/3/27,7.2,曇後晴,札幌
2022/3/28,5.1,雨時々曇後一時晴、みぞれを伴う,札幌
2022/3/29,6.9,晴,札幌
2022/3/30,4.8,曇時々雨一時晴,札幌
2022/3/31,3.7,晴後雪,札幌
2022/4/1,1.2,雪時々晴後一時曇,札幌
2022/4/2,5.0,晴,札幌
2022/4/3,8.0,晴,札幌
2022/4/4,8.7,快晴,札幌
2022/4/5,9.2,晴,札幌
2022/4/6,5.1,曇時々雨後晴,札幌
2022/4/7,5.1,薄曇,札幌
2022/4/8,5.1,曇時々雨後晴,札幌
2022/4/9,8.5,晴一時薄曇後一時雨,札幌
2022/4/10,10.0,曇一時雨,札幌
2022/4/11,11.8,晴後薄曇,札幌
2022/4/12,11.8,曇,札幌
2022/4/13,6.4,曇一時雨,札幌
2022/4/14,6.2,薄曇一時晴,札幌
2022/4/15,6.2,曇後晴,札幌
2022/4/16,7.7,快晴,札幌
2022/4/17,9.5,曇一時晴後一時雨,札幌
2022/4/18,8.4,曇一時晴後雨,札幌
2022/4/19,8.7,晴,札幌
2022/4/20,11.3,晴,札幌
2022/4/21,15.0,快晴,札幌
2022/4/22,14.8,晴時々曇一時雨,札幌
2022/4/23,11.1,晴時々曇一時雨,札幌
2022/4/24,10.9,晴,札幌
2022/4/25,12.0,晴時々薄曇,札幌
2022/4/26,13.7,薄曇,札幌
2022/4/27,12.2,晴一時雨,札幌
2022/4/28,10.4,晴後薄曇,札幌
2022/4/29,9.3,薄曇,札幌
2022/4/30,11.0,快晴,札幌
2022/5/1,8.3,雨時々曇,札幌
2022/5/2,9.2,晴後雨時々曇,札幌
2022/5/3,9.6,曇時々雨一時晴,札幌
2022/5/4,9.6,雨後時々晴、大風を伴う,札幌
2022/5/5,12.1,晴,札幌
2022/5/6,18.9,晴時々薄曇,札幌
2022/5/7,15.9,曇後雨,札幌
2022/5/8,11.2,晴時々雨,札幌
2022/5/9,13.9,晴,札幌
2022/5/10,16.6,快晴,札幌
2022/5/11,18.8,晴,札幌
2022/5/12,17.4,晴時々曇,札幌
2022/5/13,15.0,曇一時雨,札幌
2022/5/14,14.9,曇時々雨後晴,札幌
2022/5/15,13.1,晴後曇時々雨,札幌
2022/5/16,14.9,快晴,札幌
2022/5/17,16.1,晴後曇一時雨,札幌
2022/5/18,17.5,快晴,札幌
2022/5/19,16.0,曇一時晴,札幌
2022/5/20,17.1,曇後晴一時雨,札幌
2022/5/21,18.6,薄曇時々晴,札幌
2022/5/22,18.3,曇時々晴,札幌
2022/5/23,15.0,晴一時曇,札幌
2022/5/24,13.6,曇一時霧雨,札幌
2022/5/25,20.4,晴,札幌
2022/5/26,20.6,晴後薄曇,札幌
2022/5/27,16.5,雨一時曇,札幌
2022/5/28,14.2,雨時々曇,札幌
2022/5/29,12.4,雨時々曇一時晴,札幌
2022/5/30,15.6,晴後時々薄曇,札幌
2022/5/31,11.7,曇後雨,札幌
2022/6/1,12.7,曇一時雨,札幌
2022/6/2,13.7,曇一時雨,札幌
2022/6/3,12.7,曇後晴,札幌
2022/6/4,11.6,曇時々晴,札幌
2022/6/5,12.2,晴,札幌
2022/6/6,0.0,,札幌
2022/6/7,0.0,,札幌
2022/6/8,0.0,,札幌
2022/6/9,0.0,,札幌
2022/6/10,0.0,,札幌
2022/6/11,0.0,,札幌
2022/6/12,0.0,,札幌
2022/6/13,0.0,,札幌
2022/6/14,0.0,,札幌
2022/6/15,0.0,,札幌
2022/6/16,0.0,,札幌
2022/6/17,0.0,,札幌
2022/6/18,0.0,,札幌
2022/6/19,0.0,,札幌
2022/6/20,0.0,,札幌
2022/6/21,0.0,,札幌
2022/6/22,0.0,,札幌
2022/6/23,0.0,,札幌
2022/6/24,0.0,,札幌
2022/6/25,0.0,,札幌
2022/6/26,0.0,,札幌
2022/6/27,0.0,,札幌
2022/6/28,0.0,,札幌
2022/6/29,0.0,,札幌
2022/6/30,0.0,,札幌
