年月日,平均気温,天気概況（昼）,都市
2022/2/11,5.4,晴時々雨,松江
2022/2/12,5.3,晴一時曇、みぞれを伴う,松江
2022/2/13,5.4,雨時々曇,松江
2022/2/14,6.8,雨時々曇後晴,松江
2022/2/15,5.6,曇時々雨,松江
2022/2/16,1.5,雪時々曇、みぞれを伴う,松江
2022/2/17,0.0,雪時々曇,松江
2022/2/18,2.3,曇時々雪一時晴、みぞれを伴う,松江
2022/2/19,2.2,曇一時みぞれ後雨,松江
2022/2/20,2.9,雪時々みぞれ一時曇,松江
2022/2/21,2.7,曇時々雪後晴、みぞれを伴う,松江
2022/2/22,2.5,雪時々曇一時晴、みぞれを伴う,松江
2022/2/23,1.2,雪一時曇後みぞれ時々雨,松江
2022/2/24,2.4,雪後曇時々晴、みぞれを伴う,松江
2022/2/25,4.2,曇時々晴,松江
2022/2/26,6.5,晴時々曇,松江
2022/2/27,7.6,曇時々晴一時雨,松江
2022/2/28,7.6,晴後時々曇,松江
2022/3/1,6.8,雨時々曇,松江
2022/3/2,8.1,雨時々霧一時曇後晴,松江
2022/3/3,7.6,晴後曇一時雨,松江
2022/3/4,7.6,晴後時々曇,松江
2022/3/5,10.1,晴一時雨、大風を伴う,松江
2022/3/6,6.2,曇後晴時々雨、みぞれを伴う,松江
2022/3/7,4.6,曇後時々晴,松江
2022/3/8,5.7,晴,松江
2022/3/9,7.3,晴一時曇,松江
2022/3/10,7.6,曇時々霧一時晴,松江
2022/3/11,10.6,晴,松江
2022/3/12,15.3,晴時々曇,松江
2022/3/13,16.3,曇一時晴後一時雨,松江
2022/3/14,12.7,曇時々雨,松江
2022/3/15,11.8,曇時々晴,松江
2022/3/16,12.2,晴,松江
2022/3/17,9.9,曇後時々雨,松江
2022/3/18,8.5,雨,松江
2022/3/19,7.0,雨時々曇,松江
2022/3/20,7.7,曇一時雨後晴,松江
2022/3/21,8.1,晴時々雨後曇,松江
2022/3/22,7.9,雨後曇一時晴,松江
2022/3/23,6.3,曇一時晴後雨,松江
2022/3/24,9.4,晴時々曇,松江
2022/3/25,12.9,曇時々晴,松江
2022/3/26,16.1,雨時々曇、大風を伴う,松江
2022/3/27,13.2,晴時々曇,松江
2022/3/28,10.1,曇時々晴,松江
2022/3/29,11.4,曇後晴,松江
2022/3/30,14.8,晴後雨時々曇,松江
2022/3/31,11.2,雨後曇,松江
2022/4/1,8.9,曇時々晴,松江
2022/4/2,7.2,晴一時曇,松江
2022/4/3,8.5,晴,松江
2022/4/4,9.5,晴,松江
2022/4/5,10.8,晴後一時曇,松江
2022/4/6,13.8,晴,松江
2022/4/7,13.0,晴後一時雨一時曇,松江
2022/4/8,12.6,晴一時曇,松江
2022/4/9,15.6,晴,松江
2022/4/10,17.0,晴後一時曇,松江
2022/4/11,18.5,曇時々晴,松江
2022/4/12,19.8,晴一時曇,松江
2022/4/13,15.3,曇時々雨,松江
2022/4/14,13.0,雨,松江
2022/4/15,11.0,雨時々曇,松江
2022/4/16,10.9,晴時々曇,松江
2022/4/17,12.3,晴,松江
2022/4/18,13.5,曇後時々晴,松江
2022/4/19,14.0,晴,松江
2022/4/20,16.1,晴,松江
2022/4/21,15.4,曇後時々雨,松江
2022/4/22,17.8,晴,松江
2022/4/23,17.2,雨一時晴後曇,松江
2022/4/24,18.3,曇一時雨後晴,松江
2022/4/25,20.0,晴後一時曇,松江
2022/4/26,19.6,大雨、雷を伴う,松江
2022/4/27,16.9,曇一時雨後一時晴,松江
2022/4/28,14.6,晴,松江
2022/4/29,11.7,大雨,松江
2022/4/30,12.5,晴時々曇,松江
2022/5/1,12.6,曇一時雨後時々晴,松江
2022/5/2,12.1,晴時々雨一時曇,松江
2022/5/3,13.1,晴,松江
2022/5/4,16.7,晴,松江
2022/5/5,18.4,晴,松江
2022/5/6,20.2,晴,松江
2022/5/7,19.7,晴一時雨,松江
2022/5/8,15.4,晴後時々曇,松江
2022/5/9,14.7,曇時々雨一時晴,松江
2022/5/10,14.8,曇後時々晴,松江
2022/5/11,18.7,雨後曇時々晴,松江
2022/5/12,19.7,雨時々曇,松江
2022/5/13,18.2,雨時々曇,松江
2022/5/14,16.9,曇一時雨後晴,松江
2022/5/15,16.0,曇,松江
2022/5/16,16.6,曇時々晴,松江
2022/5/17,18.2,晴時々曇,松江
2022/5/18,19.9,晴,松江
2022/5/19,20.5,曇時々晴,松江
2022/5/20,20.0,曇後一時雨,松江
2022/5/21,19.4,曇後一時晴,松江
2022/5/22,20.0,晴,松江
2022/5/23,20.3,晴,松江
2022/5/24,20.5,晴,松江
2022/5/25,22.3,晴時々曇、雷を伴う,松江
2022/5/26,20.7,曇時々雨、雷を伴う,松江
2022/5/27,21.9,晴,松江
2022/5/28,22.8,晴,松江
2022/5/29,23.6,晴,松江
2022/5/30,19.7,雨時々曇,松江
2022/5/31,20.2,曇後晴,松江
2022/6/1,21.0,曇後一時晴,松江
2022/6/2,21.9,晴,松江
2022/6/3,21.3,晴時々曇,松江
2022/6/4,19.8,晴時々曇,松江
2022/6/5,19.7,曇後時々雨,松江
2022/6/6,0.0,,松江
2022/6/7,0.0,,松江
2022/6/8,0.0,,松江
2022/6/9,0.0,,松江
2022/6/10,0.0,,松江
2022/6/11,0.0,,松江
2022/6/12,0.0,,松江
2022/6/13,0.0,,松江
2022/6/14,0.0,,松江
2022/6/15,0.0,,松江
2022/6/16,0.0,,松江
2022/6/17,0.0,,松江
2022/6/18,0.0,,松江
2022/6/19,0.0,,松江
2022/6/20,0.0,,松江
2022/6/21,0.0,,松江
2022/6/22,0.0,,松江
2022/6/23,0.0,,松江
2022/6/24,0.0,,松江
2022/6/25,0.0,,松江
2022/6/26,0.0,,松江
2022/6/27,0.0,,松江
2022/6/28,0.0,,松江
2022/6/29,0.0,,松江
2022/6/30,0.0,,松江
